cohort_month,order_month,retationed_customer
5/1/2023,8/1/2024,3
5/1/2023,9/1/2024,1
5/1/2023,10/1/2024,2
5/1/2023,11/1/2024,1
5/1/2023,12/1/2024,3
5/1/2023,1/1/2025,1
5/1/2023,2/1/2025,5
5/1/2023,3/1/2025,1
6/1/2023,6/1/2023,64
6/1/2023,7/1/2023,2
6/1/2023,8/1/2023,3
6/1/2023,9/1/2023,2
6/1/2023,10/1/2023,2
6/1/2023,12/1/2023,1
6/1/2023,2/1/2024,3
6/1/2023,5/1/2024,2
6/1/2023,6/1/2024,3
6/1/2023,7/1/2024,1
6/1/2023,8/1/2024,2
6/1/2023,9/1/2024,1
6/1/2023,10/1/2024,5
6/1/2023,11/1/2024,2
6/1/2023,12/1/2024,2
6/1/2023,1/1/2025,1
6/1/2023,3/1/2025,1
7/1/2023,7/1/2023,97
7/1/2023,8/1/2023,3
7/1/2023,10/1/2023,2
7/1/2023,11/1/2023,1
7/1/2023,12/1/2023,3
7/1/2023,1/1/2024,1
7/1/2023,2/1/2024,2
7/1/2023,3/1/2024,2
7/1/2023,4/1/2024,1
7/1/2023,6/1/2024,2
7/1/2023,8/1/2024,2
7/1/2023,9/1/2024,1
7/1/2023,10/1/2024,3
7/1/2023,11/1/2024,3
7/1/2023,1/1/2025,1
7/1/2023,2/1/2025,2
7/1/2023,4/1/2025,3
8/1/2023,8/1/2023,81
8/1/2023,9/1/2023,2
8/1/2023,10/1/2023,3
8/1/2023,11/1/2023,1
8/1/2023,12/1/2023,1
8/1/2023,1/1/2024,1
8/1/2023,2/1/2024,3
8/1/2023,4/1/2024,1
8/1/2023,5/1/2024,5
8/1/2023,6/1/2024,1
8/1/2023,7/1/2024,2
8/1/2023,8/1/2024,2
8/1/2023,9/1/2024,2
8/1/2023,10/1/2024,1
8/1/2023,11/1/2024,1
8/1/2023,12/1/2024,2
8/1/2023,1/1/2025,2
8/1/2023,2/1/2025,3
8/1/2023,3/1/2025,4
8/1/2023,4/1/2025,2
9/1/2023,9/1/2023,69
9/1/2023,10/1/2023,1
9/1/2023,11/1/2023,1
9/1/2023,12/1/2023,1
9/1/2023,1/1/2024,2
9/1/2023,2/1/2024,2
9/1/2023,3/1/2024,2
9/1/2023,4/1/2024,3
9/1/2023,5/1/2024,4
9/1/2023,6/1/2024,1
9/1/2023,7/1/2024,1
9/1/2023,8/1/2024,2
9/1/2023,9/1/2024,4
9/1/2023,10/1/2024,1
9/1/2023,12/1/2024,2
9/1/2023,1/1/2025,3
9/1/2023,2/1/2025,1
9/1/2023,3/1/2025,2
9/1/2023,4/1/2025,2
10/1/2023,10/1/2023,93
10/1/2023,11/1/2023,2
10/1/2023,12/1/2023,1
10/1/2023,1/1/2024,2
10/1/2023,2/1/2024,5
10/1/2023,3/1/2024,5
10/1/2023,4/1/2024,4
10/1/2023,5/1/2024,2
10/1/2023,6/1/2024,3
10/1/2023,7/1/2024,1
10/1/2023,8/1/2024,1
10/1/2023,9/1/2024,1
10/1/2023,10/1/2024,1
10/1/2023,11/1/2024,2
10/1/2023,1/1/2025,3
10/1/2023,2/1/2025,2
10/1/2023,3/1/2025,2
10/1/2023,4/1/2025,2
11/1/2023,11/1/2023,63
11/1/2023,1/1/2024,2
11/1/2023,4/1/2024,2
11/1/2023,5/1/2024,2
11/1/2023,7/1/2024,1
11/1/2023,8/1/2024,5
11/1/2023,9/1/2024,1
11/1/2023,10/1/2024,1
11/1/2023,11/1/2024,2
11/1/2023,2/1/2025,6
11/1/2023,3/1/2025,2
11/1/2023,4/1/2025,2
12/1/2023,12/1/2023,73
12/1/2023,1/1/2024,3
12/1/2023,4/1/2024,1
12/1/2023,5/1/2024,2
12/1/2023,6/1/2024,2
12/1/2023,7/1/2024,5
12/1/2023,8/1/2024,1
12/1/2023,9/1/2024,1
12/1/2023,10/1/2024,2
12/1/2023,11/1/2024,2
12/1/2023,12/1/2024,4
12/1/2023,1/1/2025,4
12/1/2023,2/1/2025,2
12/1/2023,3/1/2025,2
12/1/2023,4/1/2025,3
1/1/2024,1/1/2024,82
1/1/2024,2/1/2024,2
1/1/2024,3/1/2024,4
1/1/2024,4/1/2024,1
1/1/2024,5/1/2024,4
1/1/2024,6/1/2024,2
1/1/2024,7/1/2024,2
1/1/2024,8/1/2024,3
1/1/2024,9/1/2024,6
1/1/2024,10/1/2024,2
1/1/2024,11/1/2024,1
1/1/2024,2/1/2025,1
1/1/2024,3/1/2025,1
1/1/2024,4/1/2025,2
2/1/2024,2/1/2024,56
2/1/2024,3/1/2024,2
2/1/2024,5/1/2024,1
2/1/2024,7/1/2024,2
2/1/2024,8/1/2024,3
2/1/2024,9/1/2024,2
2/1/2024,10/1/2024,1
2/1/2024,11/1/2024,4
2/1/2024,12/1/2024,1
2/1/2024,1/1/2025,1
2/1/2024,3/1/2025,1
3/1/2024,3/1/2024,73
3/1/2024,4/1/2024,1
3/1/2024,5/1/2024,2
3/1/2024,6/1/2024,2
3/1/2024,7/1/2024,1
3/1/2024,8/1/2024,2
3/1/2024,9/1/2024,2
3/1/2024,10/1/2024,2
3/1/2024,11/1/2024,2
3/1/2024,12/1/2024,3
3/1/2024,1/1/2025,3
3/1/2024,2/1/2025,3
3/1/2024,3/1/2025,2
3/1/2024,4/1/2025,2
4/1/2024,4/1/2024,49
4/1/2024,6/1/2024,1
4/1/2024,7/1/2024,1
4/1/2024,9/1/2024,1
4/1/2024,12/1/2024,1
4/1/2024,1/1/2025,2
4/1/2024,2/1/2025,2
4/1/2024,3/1/2025,2
5/1/2024,5/1/2024,70
5/1/2024,6/1/2024,3
5/1/2024,7/1/2024,1
5/1/2024,9/1/2024,2
5/1/2024,10/1/2024,1
5/1/2024,12/1/2024,4
5/1/2024,1/1/2025,1
5/1/2024,2/1/2025,1
5/1/2024,3/1/2025,2
6/1/2024,6/1/2024,54
6/1/2024,8/1/2024,1
6/1/2024,9/1/2024,1
6/1/2024,12/1/2024,4
6/1/2024,1/1/2025,1
6/1/2024,2/1/2025,2
6/1/2024,3/1/2025,1
6/1/2024,4/1/2025,2
7/1/2024,7/1/2024,58
7/1/2024,8/1/2024,1
7/1/2024,9/1/2024,4
7/1/2024,10/1/2024,4
7/1/2024,11/1/2024,1
7/1/2024,12/1/2024,1
7/1/2024,1/1/2025,2
7/1/2024,2/1/2025,1
7/1/2024,3/1/2025,3
7/1/2024,4/1/2025,1
8/1/2024,8/1/2024,56
8/1/2024,9/1/2024,3
8/1/2024,10/1/2024,2
8/1/2024,11/1/2024,1
8/1/2024,1/1/2025,2
8/1/2024,2/1/2025,4
8/1/2024,3/1/2025,4
9/1/2024,9/1/2024,59
9/1/2024,10/1/2024,2
9/1/2024,11/1/2024,2
9/1/2024,1/1/2025,1
9/1/2024,3/1/2025,2
9/1/2024,4/1/2025,2
10/1/2024,10/1/2024,58
10/1/2024,11/1/2024,1
10/1/2024,12/1/2024,3
10/1/2024,2/1/2025,1
10/1/2024,3/1/2025,2
11/1/2024,11/1/2024,50
11/1/2024,12/1/2024,1
11/1/2024,3/1/2025,2
12/1/2024,12/1/2024,50
12/1/2024,1/1/2025,2
12/1/2024,2/1/2025,2
12/1/2024,3/1/2025,2
12/1/2024,4/1/2025,1
1/1/2025,1/1/2025,49
1/1/2025,2/1/2025,1
1/1/2025,3/1/2025,1
1/1/2025,4/1/2025,1
2/1/2025,2/1/2025,39
3/1/2025,3/1/2025,58
4/1/2025,4/1/2025,39
